emerald,40310
light_blue_stained_glass,13824
stone_bricks,12588
iron_ingot,10891
golden_carrot,10668
black_concrete_powder,10544
bookshelf,9807
iron_nugget,9137
light_gray_concrete_powder,8176
oak_planks,8172
bone_meal,8091
bread,6958
white_concrete_powder,6928
cooked_porkchop,5994
jungle_planks,5560
torch,5524
brick,5401
stick,5145
enchanted_book,4032
polished_blackstone,4028
chain,4018
light_blue_concrete_powder,3984
cookie,3846
popped_chorus_fruit,3840
red_concrete_powder,3752
gray_concrete_powder,3712
blue_concrete_powder,3480
green_concrete_powder,3480
paper,3405
purpur_block,3272
spruce_planks,3200
iron_block,3162
white_dye,3036
coal,3021
yellow_concrete_powder,2568
light_blue_dye,2461
black_dye,2409
diamond,2277
brown_concrete_powder,2208
end_rod,2144
emerald_block,2114
pumpkin_pie,1952
orange_concrete_powder,1928
quartz_block,1914
blue_dye,1892
black_stained_glass,1856
blue_ice,1789
cooked_chicken,1784
apple,1768
pink_concrete_powder,1760
magenta_concrete_powder,1752
cyan_concrete_powder,1752
purple_concrete_powder,1744
polished_blackstone_pressure_plate,1567
player_head,1557
lime_concrete_powder,1448
gold_ingot,1383
smooth_quartz,1300
bricks,1268
lantern,1232
light_gray_dye,1103
spruce_slab,1044
glass,1027
diamond_block,1011
green_dye,960
wheat,918
redstone,914
smooth_stone,888
mossy_stone_bricks,810
red_dye,759
book,705
stone_button,705
cooked_beef,686
shulker_box,682
coal_block,661
spruce_fence,594
oak_slab,588
yellow_dye,584
lapis_lazuli,570
gray_dye,556
birch_planks,544
orange_dye,518
oak_stairs,464
mossy_cobblestone,428
ladder,420
chiseled_stone_bricks,420
dark_oak_planks,412
polished_andesite,412
sandstone,403
end_stone_bricks,392
arrow,384
coarse_dirt,384
stone,365
spectral_arrow,360
spruce_stairs,356
chest,343
oak_trapdoor,340
bone_block,325
green_carpet,324
polished_diorite,320
hay_block,310
brown_dye,306
cyan_dye,298
brown_carpet,288
lime_dye,284
red_terracotta,276
pink_dye,272
tnt,263
magenta_dye,259
glass_bottle,252
andesite_slab,252
cracked_stone_bricks,239
red_sand,232
purple_dye,220
white_stained_glass,216
name_tag,210
rail,208
barrel,205
gold_block,200
slime_ball,198
campfire,195
dried_kelp,192
redstone_block,185
lapis_block,183
anvil,177
light_gray_carpet,171
red_bed,170
compass,139
bow,135
slime_block,131
