aviate_one_cm,840282208
fly_one_cm,118519534
walk_one_cm,111032793
sprint_one_cm,104156855
play_one_minute,52989671
walk_under_water_one_cm,15494459
boat_one_cm,14527847
fall_one_cm,13278883
horse_one_cm,10456391
swim_one_cm,7887593
walk_on_water_one_cm,3806696
crouch_one_cm,3211481
damage_dealt,2755286
time_since_death,2269187
climb_one_cm,2028461
sneak_time,1229377
pig_one_cm,443924
jump,400938
damage_taken,376053
mob_kills,177875
time_since_rest,48105
traded_with_villager,43871
open_shulker_box,26780
drop,22375
damage_resisted,19473
open_chest,18739
open_barrel,17290
talked_to_villager,13271
damage_dealt_resisted,10786
minecart_one_cm,9603
open_enderchest,7135
interact_with_crafting_table,2814
interact_with_furnace,1880
leave_game,1700
strider_one_cm,1658
sleep_in_bed,1466
interact_with_anvil,1084
damage_dealt_absorbed,988
animals_bred,870
bell_ring,748
interact_with_blast_furnace,646
interact_with_stonecutter,485
interact_with_brewingstand,387
inspect_hopper,369
enchant_item,305
interact_with_smoker,263
interact_with_lectern,173
inspect_dispenser,119
damage_blocked_by_shield,80
trigger_trapped_chest,69
interact_with_grindstone,62
inspect_dropper,43
damage_absorbed,40
player_kills,39
pot_flower,39
interact_with_beacon,38
eat_cake_slice,35
interact_with_smithing_table,34
interact_with_loom,34
interact_with_cartography_table,25
fish_caught,24
use_cauldron,19
deaths,17
interact_with_campfire,12
fill_cauldron,8
target_hit,5
raid_win,4
raid_trigger,3
tune_noteblock,1
clean_shulker_box,1
